original_index,sms_text,is_phishing_original,is_phishing_llama_bool,is_phishing_llama,raw_response
4006,"INR 415.38 spent on ICICI Bank Card XX2433 on 06-Jun-24 at TW Coffee  12th. Avl Lmt: INR 7,78,094.82. To dispute,call 18002662/SMS BLOCK 7007 to 2900723008",False,False,False,"[
  {""id"": ""64967"", ""is_phishing"": false},
  {""id"": ""30436"", ""is_phishing"": true},
  {""id"": ""20705"", ""is_phishing"": true},
  {""id"": ""5921"", ""is_phishing"": false},
  {""id"": ""65651"", ""is_phishing"": false},
  {""id"": ""17427"", ""is_phishing"": true},
  {""id"": ""2949"", ""is_phishing"": false},
  {""id"": ""4006"", ""is_phishing"": false},
  {""id"": ""64598"", ""is_phishing"": false},
  {""id"": ""51496"", ""is_phishing"": false}
]"
64598,No,False,False,False,"[
  {""id"": ""64967"", ""is_phishing"": false},
  {""id"": ""30436"", ""is_phishing"": true},
  {""id"": ""20705"", ""is_phishing"": true},
  {""id"": ""5921"", ""is_phishing"": false},
  {""id"": ""65651"", ""is_phishing"": false},
  {""id"": ""17427"", ""is_phishing"": true},
  {""id"": ""2949"", ""is_phishing"": false},
  {""id"": ""4006"", ""is_phishing"": false},
  {""id"": ""64598"", ""is_phishing"": false},
  {""id"": ""51496"", ""is_phishing"": false}
]"
51496,"भाई उस रात 😭
मेरे जीवन का सबसे बुरा अनुभव भाई",False,False,False,"[
  {""id"": ""64967"", ""is_phishing"": false},
  {""id"": ""30436"", ""is_phishing"": true},
  {""id"": ""20705"", ""is_phishing"": true},
  {""id"": ""5921"", ""is_phishing"": false},
  {""id"": ""65651"", ""is_phishing"": false},
  {""id"": ""17427"", ""is_phishing"": true},
  {""id"": ""2949"", ""is_phishing"": false},
  {""id"": ""4006"", ""is_phishing"": false},
  {""id"": ""64598"", ""is_phishing"": false},
  {""id"": ""51496"", ""is_phishing"": false}
]"
44419,click com credit http link message sent txt uk use wap,True,True,True,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
65271,"அருமை, அழகு நடை, அறிய செய்தி, வாழ்த்துக்கள் 👏👏👏🌹🌹🌹தொடரட்டும்.....",False,False,False,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
14442,"INR 050.77 spent on ICICI Bank Card XX4501 on 02-Jan-23 at GOOGLE PLAY APP. Avl Lmt: INR 8,82,084.74. To dispute,call 18002662/SMS BLOCK 7007 to 1175945393",False,False,False,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
21844,"INR 761.08 spent on ICICI Bank Card XX4484 on 04-Oct-22 at Amazon. Avl Lmt: INR 9,83,108.67. To dispute,call 18002662/SMS BLOCK 7007 to 3116467744",False,False,False,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
58017,"Your favorite store ""WatchJ..."" has added new products. Buy now from https://www.shop101.com/WatchJunction?s-9 .
Happy Shopping.",True,True,True,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
52409,आप लोग कहां हो.. अभी तक लाइब्रेरी ऑडिटोरियम में कोई नहीं पहुंचा है.. कृपया जल्दी आइए।,False,False,False,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
57461,Your OTP for mobile banking is 029199. (Ref.ID-2279533853). Dated on 28-12-2017 04:52:23 PM ,False,True,True,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
67306,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx,False,False,False,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
64551,No,False,False,False,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
10684,"Dear Gandharv,
This is regarding your flight booking ID NF265XYHNQLLQSPD7000. We request you to keep track of the ever-evolving travel guidelines issued by the state governments to ensure hassle-free transit. To find detailed guidelines & information for your source and destination states, please click here: https://applinks.makemytrip.com/rVxKvErineb | Here's wishing you many more happy trips with us. Team MakeMyTrip",True,True,True,"[
  {""id"": ""44419"", ""is_phishing"": true},
  {""id"": ""65271"", ""is_phishing"": false},
  {""id"": ""14442"", ""is_phishing"": false},
  {""id"": ""21844"", ""is_phishing"": false},
  {""id"": ""58017"", ""is_phishing"": true},
  {""id"": ""52409"", ""is_phishing"": false},
  {""id"": ""57461"", ""is_phishing"": true},
  {""id"": ""67306"", ""is_phishing"": false},
  {""id"": ""64551"", ""is_phishing"": false},
  {""id"": ""10684"", ""is_phishing"": true}
]"
21075,"Dear Customer, Payment of INR 2 has been received towards your ICICI Bank Credit Card XX5203 on 01-JAN-21 through NEFT. Thank you.",False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
13838,"INR 690.30 spent on ICICI Bank Card XX3316 on 02-Jul-22 at THEOBROMA FOODS. Avl Lmt: INR 7,21,866.96. To dispute,call 18002662/SMS BLOCK 7007 to 6630703834",False,True,True,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
63097,No,False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
44187,children completely days handle just know loss malaria means meds relax self stop takes thinkin vomit worse,False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
12045,"ICICI SECURITIES at EOD 08/06/2024 reported your Fund bal Rs 5.854 & Securities bal 0. This excludes your Bank, DP and PMS bal with the broker-BSE",False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
34190,Your order #120574986246 was delivered before time in 44 minutes! Keep ordering from Swiggy to experience our timely delivery.,False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
21889,"Dear Customer, we have changed the spend limit on your ICICI Bank Credit Card 4315X7007 from INR 745848 to INR 433002 on 2022-11-11.",False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
17203,Your eatfit.in order for the day has been delivered at reception as per your instruction.,False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
50359,আপনার সিম কার্ডটি ব্লক করা হয়েছে। পুনরায় চালু করতে কল করুন +8801713344556,True,True,True,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
34686,Your payment on Amazon.in for Rs. 815.76 using Amazon Pay balance is successful. Your balance is now Rs. 5.78. For help/stmt: www.amazon.in/cstxn,False,False,False,"[
  {""id"": ""21075"", ""is_phishing"": false},
  {""id"": ""13838"", ""is_phishing"": true},
  {""id"": ""63097"", ""is_phishing"": false},
  {""id"": ""44187"", ""is_phishing"": false},
  {""id"": ""12045"", ""is_phishing"": false},
  {""id"": ""34190"", ""is_phishing"": false},
  {""id"": ""21889"", ""is_phishing"": false},
  {""id"": ""17203"", ""is_phishing"": false},
  {""id"": ""50359"", ""is_phishing"": true},
  {""id"": ""34686"", ""is_phishing"": false}
]"
49231,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১০জিবি+২৫০মি@২৫৮৳,৩০দিন cutt.ly/wwCctHGF",False,True,True,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
30914,"Hi Archana, Wakefit is excited to know about your recent purchase experience. Please share it at wakefit.co/j?b=9C4Ga27",True,False,False,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
45423,10p 11 bored bt chat date min national rate,True,False,False,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
61760,No,False,False,False,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
63756,No,False,False,False,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
52622,तुम होटल रूम में क्या हो?,False,True,True,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
59834,No,False,False,False,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
12781,638072 is OTP for txn of INR 159.64 at AMAZONRECHA on ICICI Bank Credit Card XX3726. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,False,True,True,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
21828,"INR 831.38 spent on ICICI Bank Card XX8846 on 27-Sep-22 at AMAZON. Avl Lmt: INR 49,176.15. To dispute,call 18002662/SMS BLOCK 7007 to 9118782052",False,False,False,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
4488,163030 is OTP for txn of USD 23.60 at OPENAI on ICICI Bank Credit Card XX3278. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,False,True,True,"[
  {""id"": ""49231"", ""is_phishing"": true},
  {""id"": ""30914"", ""is_phishing"": false},
  {""id"": ""45423"", ""is_phishing"": false},
  {""id"": ""61760"", ""is_phishing"": false},
  {""id"": ""63756"", ""is_phishing"": false},
  {""id"": ""52622"", ""is_phishing"": true},
  {""id"": ""59834"", ""is_phishing"": false},
  {""id"": ""12781"", ""is_phishing"": true},
  {""id"": ""21828"", ""is_phishing"": false},
  {""id"": ""4488"", ""is_phishing"": true}
]"
25623,"INR 591.91 spent on ICICI Bank Card XX4258 on 19-Jan-23 at AMAZON. Avl Lmt: INR 5,06,681.60. To dispute,call 18002662/SMS BLOCK 7007 to 5488468451",True,True,True,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
3083,Your password for WiFi User Id 0381551011 is 2737 NIVID,True,True,True,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
59619,No,False,False,False,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
36755,Cashback of Rs 876 added as Amazon Pay balance for CRED Club order. Updated balance: Rs 004. Details: www.amazon.in/th2,True,False,False,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
44527,150p 16 1st 4info 50 87131 free friends hl just mob new nokia polys reply ring tell text tone txt txtin ur week wk,True,True,True,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
62425,No,False,False,False,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
62626,No,False,False,False,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
30066,"Your Smartr shipment AWB no. XSE79472746 was delivered to MITHU.

Call 18602101999 for any queries or to book a new shipment.",True,False,False,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
18316,"INR 137.34 spent on ICICI Bank Card XX2657 on 27-Apr-23 at MEATIGO COM. Avl Lmt: INR 1,69,312.46. To dispute,call 18002662/SMS BLOCK 7007 to 8378068382",False,True,True,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
14966,"INR 829.87 spent on ICICI Bank Card XX4160 on 31-Aug-23 at CALIFORNIA BURR. Avl Lmt: INR 7,29,279.62. To dispute,call 18002662/SMS BLOCK 7007 to 2834902457",False,True,True,"[
  {""id"": ""25623"", ""is_phishing"": true},
  {""id"": ""3083"", ""is_phishing"": true},
  {""id"": ""59619"", ""is_phishing"": false},
  {""id"": ""36755"", ""is_phishing"": false},
  {""id"": ""44527"", ""is_phishing"": true},
  {""id"": ""62425"", ""is_phishing"": false},
  {""id"": ""62626"", ""is_phishing"": false},
  {""id"": ""30066"", ""is_phishing"": false},
  {""id"": ""18316"", ""is_phishing"": true},
  {""id"": ""14966"", ""is_phishing"": true}
]"
24565,"Dear Customer, INR 055.70 is debited on ICICI Bank Credit Card XX5339 on 24-Nov-21. Info: RAZ*Regal foods. Available Limit: INR 34,598.15. Call on 18002662 for dispute or SMS BLOCK 7007 to 1954977180.",False,True,True,"[
  {""id"": ""24565"", ""is_phishing"": true},
  {""id"": ""34618"", ""is_phishing"": true},
  {""id"": ""72083"", ""is_phishing"": false},
  {""id"": ""16455"", ""is_phishing"": true},
  {""id"": ""61085"", ""is_phishing"": false},
  {""id"": ""63257"", ""is_phishing"": false},
  {""id"": ""34244"", ""is_phishing"": false},
  {""id"": ""54397"", ""is_phishing"": false},
  {""id"": ""67891"", ""is_phishing"": false},
  {""id"": ""29825"", ""is_phishing"": false}
]"
34618,Congratulations! You won INR 9 cashback. We will deposit it into your credit card XXX-1139 in the next 7 days.,True,True,True,"[
  {""id"": ""24565"", ""is_phishing"": true},
  {""id"": ""34618"", ""is_phishing"": true},
  {""id"": ""72083"", ""is_phishing"": false},
  {""id"": ""16455"", ""is_phishing"": true},
  {""id"": ""61085"", ""is_phishing"": false},
  {""id"": ""63257"", ""is_phishing"": false},
  {""id"": ""34244"", ""is_phishing"": false},
  {""id"": ""54397"", ""is_phishing"": false},
  {""id"": ""67891"", ""is_phishing"": false},
  {""id"": ""29825"", ""is_phishing"": false}
]"
