original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing
29194,"Beware of fake calls impersonating as Care Health Insurance employee asking you to share KYC, password or OTP. Report this scam @ -18001024800 or raise the concern on https://crehealthins.in/t/19sVmq Team Care Health",False,NOT_OTP,success,32,False
29063,"Dear Gandharv, Thank you for choosing Akasa Air. Your PNR is FDDIRE for QP 1354 from COK to BLR LQ 67 XEG 0213. For a seamless airport experience, please web check-in at https://bit.ly/3yViMQB. Please note that power banks, lithium batteries, portable mobile chargers and laptops are ALLOWED ONLY in hand baggage and CANNOT be carried in checked in baggage. If any of these items are detected during screening, your checked in baggage will NOT be loaded on the flight and may be subject to further search. We look forward to welcoming you on board and enjoy the Akasa experience.",False,NOT_OTP,auto_not_otp,32,False
23157,"Your Licious order va7tj4d9uheq is confirmed! You will receive your order on 21 March between 7 PM to 9 PM. 

-Licious: For the love of meat",False,NOT_OTP,auto_not_otp,20,False
7180,"Dear Customer, your payment of INR 321.36 for Google Workspace to be debited from your ICICI Bank Credit Card 6423, as per Standing Instructions WwSPtComOg, is due by 03/03/2025. To cancel this debit or your Standing Instructions, visit www.icicibank.com >Cards>Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",False,NOT_OTP,auto_not_otp,8,True
16497,"Greetings, Your SIP of 11/11/2021 for Rs.504.86 under Folio 77738672066 in Mirae Asset Large Cap Fund has been processed for NAV of 81.196.subject to realisation.Mirae Asset MF",False,NOT_OTP,auto_not_otp,7,False
70861,ഇങ്ങള് വല്ലാത്ത സംഭവം തന്നെയാണ് എന്റെ സുഷിൻ ശ്യാം അണ്ണാ.. 🔥🔥🔥🔥,False,NOT_OTP,auto_not_otp,35,False
19502,Your The Healthy To.. from Troovy has been delivered by Shadowfax. Track lnk.shadowfax.in/ibzBeAqt,False,NOT_OTP,auto_not_otp,13,True
12562,"Sorry, your payment for Disney+ Hotstar Premium Plan subscription was unsuccessful. Please try again. Visit - https://hotstar.onelink.me/rL9Z/31c78a82",False,NOT_OTP,auto_not_otp,19,True
61044,No,False,NOT_OTP,auto_not_otp,16,False
37479,Ok thank you please share,False,NOT_OTP,auto_not_otp,49,True
55799,Amazing offers on Samsung A9 Pro Gold with convenient EMI option on credit card. Click http://jio.com/r/xZWdOjgK to know more.,False,NOT_OTP,auto_not_otp,5,True
50103,জরুরি অবস্থা! আপনার ব্যাংক অ্যাকাউন্ট থেকে অননুমোদিত লেনদেন হয়েছে। এখানে ক্লিক করে সুরক্ষিত করুন: [face3b00kbank.com/SecureBD],False,NOT_OTP,auto_not_otp,74,True
54053,"बैंक खाता नवीकरण की आवश्यकता । प्रिय ग्राहक, आपके बैंक खाते का नवीकरण आवश्यक है। कृपया समय पर इसे नवीकरण करें।",False,NOT_OTP,auto_not_otp,2,False
64748,No,False,NOT_OTP,auto_not_otp,23,False
200,"INR 3,314.86 spent using ICICI Bank Card XX1480 on 25-Jul-25 on URBANCLAP TECHN. Avl Limit: INR 0,99,986.71. If not you, call 1800 2662/SMS BLOCK 7007 to 3011771489.",False,NOT_OTP,success,1,False
53736,आर/आर अनुशंसा करता है: लॉजिक्स ब्लॉसम ग्रीन्स। *2/3/4बीएचके अपार्टमेंट। *नोएडा एक्स-वे और एफएनजी पर सेक्टर 143। *18 महीने में कब्ज़ा।*डीपी पर बीएसपी@22.21एल शुरू। बुकिंग के लिए। सीएम को 53456 पर एसएमएस करें।,False,NOT_OTP,auto_not_otp,1,True
12035,BSE Trade Confirmation Client Code 2560181166 - Broker 0103 - EQ  Value Rs 98777.85 - FNO Value Rs 7.61 - Currency Value Rs. 2.87 - Dated 26-09-2023,False,NOT_OTP,success,18,False
31741,Your ticket SR10265776070204 is tentatively expected to be resolved by 04-Sep (DD/MM) between 07:30 to 09:00AM. Team ACT,False,NOT_OTP,auto_not_otp,37,False
25487,"INR 718.36 spent on ICICI Bank Card XX6435 on 08-Dec-22 at AMAZON. Avl Lmt: INR 3,48,906.33. To dispute,call 18002662/SMS BLOCK 7007 to 7604042305",False,NOT_OTP,auto_not_otp,25,False
44715,0800 1000 10am 2000 5000 7pm 9pm cash claim customer guaranteed prize representative service won yr,False,NOT_OTP,auto_not_otp,63,True
55644,You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8706356481 as of 28-Jun-17 11:23 Hrs .,False,NOT_OTP,auto_not_otp,5,False
72637,ತುರ್ತು! ನಿಮ್ಮ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಗೆ Å £ 2000 ಬಹುಮಾನದ ಖಾತರಿಯೊಂದಿಗೆ ನೀಡಲಾಗಿದೆ. ಲ್ಯಾಂಡ್ ಲೈನ್‌ನಿಂದ 09058094455 ಗೆ ಕರೆ ಮಾಡಿ. ಹಕ್ಕು 3030. ಮಾನ್ಯ 12 ಗಂಟೆ ಮಾತ್ರ,False,NOT_OTP,auto_not_otp,39,True
65535,SRINIVASA FINANCE:தனி நபர் கடன் 1% வட்டி. BALA: 4731327744,False,NOT_OTP,auto_not_otp,25,True
65160,என் வீட்டு பத்திரிகையை பிரபல படுத்திய polimer news க்கு கோடான கோடி நன்றி,False,NOT_OTP,auto_not_otp,24,False
29579,"HARISH(8544581827) is waiting at your address to deliver order from shipyaari with AWB:1370622091061 Kindly come to receive it, Delivery confirmation Code- 627921. XpressBees",True,DELIVERY_OR_SERVICE_OTP,success,33,False
52156,"मीटिंग बढ़िया रही, हम इसे बाद में डिस्कस करेंगे।",False,NOT_OTP,auto_not_otp,78,False
71554,ವಿಷ್ಣುವರ್ಧನ್  ಸರ್ ನ ನೋಡಿ ತುಂಬಾ  ಖುಷಿ ಆಹಿತು  👏👏👏👌,False,NOT_OTP,auto_not_otp,37,False
29159,"Click on https://www.ni-mf.in/L0SQth to view Statement of Account for recent txn,Folio-XXXXXXXXX153 (valid 10 days).More details,click at  https://bit.ly/3sZ6ktR .NIMF",False,NOT_OTP,auto_not_otp,32,True
23102,"INR 656.37 spent on ICICI Bank Card XX3197 on 29-Apr-23 at DAILYDEL SOLUTI. Avl Lmt: INR 4,38,708.18. To dispute,call 18002662/SMS BLOCK 7007 to 9958332871",False,NOT_OTP,auto_not_otp,20,False
1818,<#> 7229 is your JioHotstar verification code. Enjoy watching! /wAX/OsgZgE,True,DELIVERY_OR_SERVICE_OTP,success,2,True
10821,"Dear Customer, your payment of INR 4399.45 for Google Cloud to be debited from your ICICI Bank Credit Card 9366, as per Standing Instructions Wieq6QVpgi, is due by 03/11/2023. To cancel this debit or your Standing Instructions, visit www.icicibank.com >Cards>Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",False,NOT_OTP,auto_not_otp,15,True
28467,"Avbl Bal in your A/C. No.XXXXXXXXXXX0055 on EOD 15-JAN-2020 is USD 0.00, Tot. avbl bal (including linked deposits and Limit) is USD 0.00.",False,NOT_OTP,auto_not_otp,31,False
72675,ಥ್ಯಾಂಕ್ಸ್ 4 ಟುಡೆ ಸೆರ್ ಇದು ಚೆನ್ನಾಗಿತ್ತು 2 ಕ್ಯಾಚ್ ಅಪ್ ಆದರೆ ನಾವು ಹೆಚ್ಚು ಸಮಯವನ್ನು ಕಂಡುಕೊಳ್ಳುತ್ತೇವೆ ಹೆಚ್ಚಾಗಿ ಓಹ್ ಚೆನ್ನಾಗಿ ಕಾಳಜಿ ವಹಿಸಿ ಸಿ ಯು ಶೀಘ್ರದಲ್ಲೇ. ಸಿ,False,NOT_OTP,auto_not_otp,39,False
40942,2nite babe doin hey love wot,False,NOT_OTP,auto_not_otp,56,False
68863,ఇవన్నీ రేపు కొనాలి,False,NOT_OTP,auto_not_otp,31,True
60576,yes,False,NOT_OTP,auto_not_otp,15,False
61412,No,False,NOT_OTP,auto_not_otp,17,False
17219,Your eatfit.in order for the day has been delivered at reception as per your instruction.,False,NOT_OTP,auto_not_otp,8,False
54033,आईआईएम एल,False,NOT_OTP,auto_not_otp,2,False
6757,"INR 8,426.31 spent using ICICI Bank Card XX6958 on 13-Mar-25 on OM SAIRAM FILLI. Avl Limit: INR 0,10,297.84. If not you, call 1800 2662/SMS BLOCK 7007 to 2245840523.",False,NOT_OTP,auto_not_otp,7,False
42087,india means series win,False,NOT_OTP,auto_not_otp,58,False
51674,आईआईटी अच्छा  था लेकिन गणित हमारा अच्छा नहीं बल्कि क्रूर था,False,NOT_OTP,auto_not_otp,77,False
39850,al bother does fault goes hav moan thanx wrong xx,False,NOT_OTP,auto_not_otp,53,False
5911,"Your Licious order has been delivered on time.Note: If your order has been dropped off at the security desk, please collect immediately & refrigerate to keep it fresh!
-Licious",False,NOT_OTP,auto_not_otp,6,False
11213,"Dear Ms Mahbubani, we are happy to confirm your booking under PNR - M2VYND, 23 Nov 24, from MAA(T1) to CCU, 6E6326 at 12:00 hrs. For any queries about your travel and destination, ask 6Eskai https://gi9.in/V56916 Get. Set. IndiGo.",False,NOT_OTP,auto_not_otp,16,True
21230,"Dear Customer, INR 349.49 is debited on ICICI Bank Credit Card XX6617 on 18-Mar-21. Info: MILANO ICE CREA. Available Limit: INR 56,104.95. Call on 18002662 for dispute or SMS BLOCK 7007 to 8586713293.",False,NOT_OTP,auto_not_otp,16,False
59283,No,False,NOT_OTP,auto_not_otp,12,False
48746,"প্রিয় গ্রাহক আপনার কাছে পল্লি বিদ্যুৎ  জামালপুর শাখার পাওনা রয়েছে ৫০৩৮/- টাকা, জলদি পাওনা পরিষোধ না করলে বিদ্যুৎ লাইন বিচ্ছিন্ন করা হবে।",False,NOT_OTP,auto_not_otp,71,False
51964,ठीक है... तुम्हारा तो वही जवाब है…,False,NOT_OTP,auto_not_otp,78,False
52359,क्या तुमने अपने नए ऑफिस का अनुभव साझा किया?,False,NOT_OTP,auto_not_otp,78,False
33463,You have received 5 new applications for your Graphic Design internship. See them here internshala.com/i/89 - Internshala,False,NOT_OTP,auto_not_otp,41,False
61626,No,False,NOT_OTP,auto_not_otp,17,False
14973,"ICICI Bank Acc XX150 debited Rs. 27,655.34 on 02-Sep-23 InfoBIL*000718255.Avl Bal Rs. 70,968.71.To dispute call 18002662 or SMS BLOCK 696 to 0780364615",False,NOT_OTP,auto_not_otp,4,False
27629,Your eatfit.in order has just left our kitchen and will be delivered in 9 mins.,False,NOT_OTP,auto_not_otp,29,False
2837,"ನಮಸ್ತೆ! ರೂ.506.22  ನಿಮ್ಮ ವಿ ಬಿಲ್ 30-12-2023  ನಲ್ಲಿ ಬಾಕಿ ಇದೆ. ವಿಳಂಬ ಪಾವತಿ ಶುಲ್ಕಗಳನ್ನು ತಪ್ಪಿಸಲು ದಯವಿಟ್ಟು ನಿಗದಿತ ದಿನಾಂಕದ ವೇಳೆಗೆ ಪಾವತಿಸಿ. ವಿ ಆಪ್ ಬಳಸಿ ಪಾವತಿಸಲು ಕ್ಲಿಕ್ ಮಾಡಿ https://vi.app.link/vibp ಅಥವಾ ವಾಟ್ಸಪ್ ಮೂಲಕ ಸುರಕ್ಷಿತ ವಾಗಿ  ಪಾವತಿಸಲು ಕ್ಲಿಕ್ ಮಾಡಿ, https://wa.me/message/CA3JPMW2AJ4IB1 ಈಗಾಗಲೇ ಪಾವತಿಸಿದರೆ ನಿರ್ಲಕ್ಷಿಸಿ.",False,NOT_OTP,success,4,True
65292,"பல புயல்களை சந்திக்கும் கீதாரிகள், இன்றைய சட்ட புயலை சந்திக்க முடியவில்லை!",False,NOT_OTP,auto_not_otp,24,False
63774,yes,False,NOT_OTP,auto_not_otp,21,False
46496,1x150p 250 action cash chance custcare day dont jordan miss pic pics sexy st tv txt uk ur win wk www,False,NOT_OTP,auto_not_otp,67,True
43136,,False,NOT_OTP,auto_not_otp,60,False
56810,papam,False,NOT_OTP,auto_not_otp,7,False
51321,आपने 1 करोड़ जीतने के लिए लॉटरी में भाग लिया है! अपनी जीत कन्फ़र्म करने के लिए यहाँ क्लिक करें: www.winlottery.com,False,NOT_OTP,auto_not_otp,76,True
11146,"Dear Investor, as per SEBI guidelines, it is mandatory to update nominee or opt out of the nomination facility across all your MF folios by 31st March 2023. Please click https://bit.ly/3WIznQp to update details online or submit a written request at any of your nearest ISC. For more details, please click http://bit.ly/3JDXBIu. -Nippon India MF",False,NOT_OTP,auto_not_otp,16,True
50610,सफलता पाने के लिए खुद को हर समय साबित करना जरूरी है।,False,NOT_OTP,auto_not_otp,75,False
41413,know menu night noon sure,False,NOT_OTP,auto_not_otp,57,False
341,"INR 0,300.43 spent using ICICI Bank Card XX8639 on 24-Aug-25 on Raz*AMINTIRI RE. Avl Limit: INR 3,34,998.98. If not you, call 1800 2662/SMS BLOCK 7007 to 4985161320.",False,NOT_OTP,success,1,False
22692,"Dear Customer, INR 2,204.15 is debited on ICICI Bank Credit Card XX8689 on 27-Mar-21. Info: EPS FUEL SERVIC. Available Limit: INR 61,770.87. Call on 18002662 for dispute or SMS BLOCK 7007 to 3346367632.",False,NOT_OTP,auto_not_otp,19,False
61458,yes,False,NOT_OTP,auto_not_otp,17,False
13281,"Dear Customer, INR 7,119.00 is debited on ICICI Bank Credit Card XX1804 on 05-Sep-21. Info: IOCL MAHASHAKTI. Available Limit: INR 16,872.54. Call on 18002662 for dispute or SMS BLOCK 7007 to 8610957317.",False,NOT_OTP,auto_not_otp,20,False
70844,കേട്ടിട്ടും കേട്ടിട്ടും മതിയാകുന്നില്ലലോ... 😍😍ഇപ്പോൾ തന്നെ ഒരു 20 ന് മുകളിൽ ആയി,False,NOT_OTP,auto_not_otp,35,False
14517,"INR 422.78 spent on ICICI Bank Card XX5890 on 15-Feb-23 at EAT FIT JNC KOR. Avl Lmt: INR 9,70,601.66. To dispute,call 18002662/SMS BLOCK 7007 to 9118479504",False,NOT_OTP,auto_not_otp,3,False
44136,12 30 easy going home hours max picking points project,False,NOT_OTP,auto_not_otp,62,False
48605,"৳৩০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল-২২জিবি@৳১৬৭,৭দিন cutt.ly/7w9OKeZ2",False,NOT_OTP,auto_not_otp,71,False
45435,500 86688 answer bonus com easy hmv info just play pounds questions real send special vouchers won www,False,NOT_OTP,auto_not_otp,65,True
72353,ನಿಮ್ಮ ಪ್ರಯತ್ನಗಳಿಂದ ಸಾಧ್ಯವಾಗಬಹುದು ಅನಿಸಿದರೆ,False,NOT_OTP,auto_not_otp,38,False
50447,আপনার পাওনা টাকা পরিশোধ না করলে সমস্যা হবে।,False,NOT_OTP,auto_not_otp,75,False
48330,"তুমি একা নও, আমি আছি।",False,NOT_OTP,auto_not_otp,70,False
50310,আজ তোমার স্কুলের কী কাজ হয়েছে?,False,NOT_OTP,auto_not_otp,74,False
58417,"Rs. 363 credited to your Fynd Cash.*Expires in 3 Hours
Get 15% SUPERCASH on Mobikwik
Total Bal: Rs. 679
https://go.fyndi.ng/fnd",False,NOT_OTP,auto_not_otp,11,True
66834,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",False,NOT_OTP,auto_not_otp,27,False
27085,"Dear Investor, Payment of Rs. 748.41 towards your SIP in Axis Mid Cap Fund - Regular Growth has been received and 14.013 units at NAV 71.36 are allotted in Folio XXXXXXXXX4693. Axis MF",False,NOT_OTP,auto_not_otp,28,False
35465,"Namaste Archana Bakshi, Greetings from Apollo 24|7. Please find attached the complete Diagnostics Lab Test report weurl.co/ogyMks for your home collection order 247244560. Happy to help you in case of any queries. Have a good health!",False,NOT_OTP,auto_not_otp,45,True
34460,"Payment of INR 47,876 was received for card number 4315-81XX-XXXX-7007 OW 28-YNM-9753 and you have earned 39,697 CRED coins. Payment will reflect in your credit card account in max 48 hours. 04DYWY4357 is your order id.",False,NOT_OTP,auto_not_otp,43,False
36780,"Welcome to Jio. Your Jio Number 4045969972 has been successfully activated.
Kindly follow the below steps for seamless experience on Jio Network :
1. Insert new Jio sim in Sim slot 1 of your dual sim handset.
2 . Go to Settings - Sim Cards & Mobile Networks and set Data preference to Sim 1 and also ensure that the network mode is 4G/LTE.
3. Set ""Data Roaming"" as ""On/Always"" to experience seamless data experience across the country.
To know 'How to Set up Jio Network' on mobile, click https://youtu.be/o18LboDi1ho
If you are an eSIM user, use the QR code to download and install the eSIM profile on your device. You can also set eSIM profile manually by referring to the SMS sent to your number when eSIM request was given.
Enjoy a host of entertainment apps ? JioTV with access to 650+ live TV channels, JioSaavn (5cr+ songs), JioCinema (10,000+ movies), JioNews and many more.
Click https://www.jio.com/GetMyJio to begin NOW.
To set your favourite song as your JioTune for FREE with JioSaavn, click https://jiosaavn.onelink.me/Id33/8e8c0889
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans.",False,NOT_OTP,success,47,False
58288,"A/c Bal:Rs.5.28
1)ULTD-179/28D,399/84D
2)9=Loc+STD@ 30p,90D
3)31=31+1Night Min/70=70
4)Rs84=1GB 2G/Rs59=1GB 3G
5)Rs43=40/Rs72=90
6)28=1GB2G/99=2GB 3G
7)14=Loc+STD@ 25p,60D
8)Free V2V 88 me,28D
9)Low Balance
10)Self Care
Dial *121# to activate.",False,NOT_OTP,auto_not_otp,10,True
64568,No,False,NOT_OTP,auto_not_otp,23,False
5043,"BUNDL TECHNOLOGIES PVT LT refund of Rs 82 credited to ICICI Bank Credit Card XX1676 on 26-JUL-24. Revised total due Rs 20878, minimum due Rs 1524",False,NOT_OTP,auto_not_otp,4,False
38031,"Hello GANDHARV S BAKSHI Please record video for DSC. 
www.o59.com/1/1/?p=xbsq0kTA0nd@@@@@@LylbsLTxhg==",False,NOT_OTP,auto_not_otp,50,True
558,"INR 356.16 spent using ICICI Bank Card XX5847 on 17-Oct-25 on URBAN COMPANY L. Avl Limit: INR 4,25,863.74. If not you, call 1800 2662/SMS BLOCK 7007 to 9290262689.",False,NOT_OTP,success,1,False
1683,"Dear Customer,
Thank you for choosing Licious. Your order vl60y3fkrvm2 will be delivered by 02:22 PM. -Licious",False,NOT_OTP,success,2,False
51885,अपने सपनों के प्रति सच्ची लगन से आपको किसी भी डर को पार करना होता है।,False,NOT_OTP,auto_not_otp,77,False
64598,No,False,NOT_OTP,auto_not_otp,23,False
62178,No,False,NOT_OTP,auto_not_otp,18,False
65108,‘ட்ரூ காலர்’ என்பது ஸ்பேம் அழைப்புகள் மற்றும் செய்திகளை அடையாளம் கண்டு தடுக்க சிறந்த ஆப் ஆகும்.,False,NOT_OTP,auto_not_otp,24,False
40784,03 care com credit customer discount log opt reply stop voucher www,False,NOT_OTP,auto_not_otp,55,True
20998,"INR872.02 debited on Credit Card XX0525 on 13-Nov-20.Info:NAMDHARI AGRO.Avbl Lmt:INR34,354.84.Call 18002662 for dispute or SMS BLOCK 7007 to 5521944237",False,NOT_OTP,auto_not_otp,16,False
6824,"ICICI Bank Acc XX482 is debited with Rs. 212.52 on 25-Jun-24 VSI*YOUTUBE C. Available bal: Rs. 5,10,113.33. For dispute call 18002662 or SMS BLOCK 696 to 1353792945",False,NOT_OTP,auto_not_otp,7,False
68366,మీకే ఎందుకు ఇంత మంచి ఆలోచనలు వస్తాయి ,False,NOT_OTP,auto_not_otp,30,False
60343,yes,False,NOT_OTP,auto_not_otp,14,False
30633,Our health crew tried reaching you to deliver your eatfit.in meal but was not able to get through to you. He is currently at your location. Please collect your order at the earliest.,False,NOT_OTP,auto_not_otp,35,False
26872,"Dear Customer, Payment of INR 55007.97 has been received on your ICICI Bank Credit Card Account 4xxx7003 on 31-JAN-23.Thank you.",False,NOT_OTP,auto_not_otp,28,False
14087,"INR 0,603.46 spent on ICICI Bank Card XX1856 on 03-Sep-22 at Amazon. Avl Lmt: INR 6,34,660.66. To dispute,call 18002662/SMS BLOCK 7007 to 8857464093",False,NOT_OTP,auto_not_otp,2,True
6903,"INR 67,633.33 spent on ICICI Bank Card XX5142 on 11-Aug-24 at MAKEMYTRIP I PV. Avl Lmt: INR 40,80,466.13. To dispute,call 18002662/SMS BLOCK 7003 to 9346199199",False,NOT_OTP,auto_not_otp,8,False
37609,"Hi Gandharv Bakshi, Your Onepass Booking for 7th March, 2020 (Saturday), 11.00 AM at Urhythmix has been confirmed. You  can manage your bookings via ‘VIEW BOOKINGS ‘ button present on the homescreen under your onepass. For any assistance or support you can contact your personal concierge at +917400062849",False,NOT_OTP,auto_not_otp,49,True
63067,No,False,NOT_OTP,auto_not_otp,20,False
9708,ARRIVING: Blue Dart will deliver your shipment TODAY.Track https://bluedart.com/?32683514216,False,NOT_OTP,auto_not_otp,13,True
38509,"Thanks for your purchase at Decathlon (Rs 6140), your bill ID is 6378588460. Get a copy of your bill at Welcome Desk if needed.",False,NOT_OTP,auto_not_otp,51,False
36043,"Dear Customer, Your reward points 21, will expire on 30th April 2021! Visit your nearest Namdhari Store to redeem it - Team Namdhari's",False,NOT_OTP,auto_not_otp,46,True
42252,jay told,False,NOT_OTP,auto_not_otp,58,False
20718,Acct XXX117 debited with INR4710.00 on 11-Nov-19 and indraprastha537@oksbi credited.Info:UPI-931507486927.Call 18002662 for dispute or SMS BLOCK 696 to 3126422121,False,NOT_OTP,auto_not_otp,15,True
38758,aight cash hit ll,False,NOT_OTP,auto_not_otp,51,False
2816,"Hi! Your May'22 bill for Vi Postpaid no. 9739XXXX25 has been sent to your registered email ID - gandharv.bakshi@gmail.com. Please pay your due amount, Rs 937.26 by the due date i.e. 04/06/2022, failing which the new payment due would be Rs 073.71, including late payment charges. To view and pay your bill now, click https://bit.ly/ViViewnPayBill. You can also reach us on WhatsApp for billing, payment & more - click https://wa.me/message/2ONATA3W73EIP1 & say Hi!",False,NOT_OTP,success,4,True
8864,"Dear Customer, We have noticed that you have been missing out on receiving amazing offers on various products from Standard Chartered Bank, as you have registered not to receive any promotional offers from Standard Chartered Bank due to your phone preferences. SMS ""DND N"" to 6590268836 to start receiving the offer details via SMS and/or calls - StanChart",False,NOT_OTP,auto_not_otp,12,True
61536,No,False,NOT_OTP,auto_not_otp,17,False
50220,আমি কি তোমার কাছে কিছু বলতে পারি?,False,NOT_OTP,auto_not_otp,74,False
52327,कृपया मुझे बताएं कि आप बैठक के लिए कब उपलब्ध होंगे।,False,NOT_OTP,auto_not_otp,78,False
52493,किसी अन्य जानकारी की जरूरत हो तो कृपया बताएं।,False,NOT_OTP,auto_not_otp,79,False
34351,Thank you for contacting Disney+Hotstar. Please click on the link below to check the update on your ticket - https://help.hotstar.com/public/tickets/d4a7e3970216b40451e65ab48f3133512d745663b367e8aa68cae288d7ddd572,False,NOT_OTP,auto_not_otp,42,True
9335,"NO BLANKET,PILLOWS AND LINEN SHALL BE PROVIDED IN THE TRAIN,INCONVENIENCE IS REGRETTED.INDIAN RAILWAY",False,NOT_OTP,auto_not_otp,12,False
44031,em eve hold online play set somebody using website,False,NOT_OTP,auto_not_otp,62,False
12312,Great news! You've just earned 178 embers!  Your balance now stands at 271 embers. Ready to level up your next order? Redeem them now! - Brik Oven,False,NOT_OTP,auto_not_otp,18,False
46130,09061221066 150ppm 16 28 awarded camera cs days delivery digital fromm landline sipix,False,NOT_OTP,auto_not_otp,66,True
53349,"सबसे शानदार दिवाली सेल - कौशल में वृद्धि और सफलता की ओर आसमान छूना
इस उत्सव के मौसम में, यह छोटा सा आश्चर्य हमारे समुदाय का हिस्सा बनने के लिए आपको धन्यवाद कहने का हमारा तरीका है। हम साइटव्यापी 14% छूट की पेशकश करके रोमांचित हैं।

उपयोग: दिवाली14

साइबर सुरक्षा उन्नत प्रमाणन 2024
डेटा साइंस एडवांस्ड सर्टिफिकेशन 2024
क्लाउड कंप्यूटिंग और DevOps 2024 में उन्नत प्रमाणन
एसएपी पूर्ण ऑनलाइन प्रशिक्षण 2024
ऑनलाइन प्रमाणपत्र
आपका वन-स्टॉप लर्निंग समाधान
www.tutorialspoint.com",False,NOT_OTP,auto_not_otp,80,True
39283,thank,False,NOT_OTP,auto_not_otp,52,False
21309,"Dear Customer, INR 844.88 is debited on ICICI Bank Credit Card XX0060 on 16-May-21. Info: SWIGGY. Available Limit: INR 24,792.28. Call on 18002662 for dispute or SMS BLOCK 7007 to 8129175312.",False,NOT_OTP,auto_not_otp,16,False
16889,"To view the account statement for your latest transaction in Folio XXXX043, please click the link https://cams.co.in/1fI7IVfdtuh and enter PAN in capital or Folio - HDFCMF",False,NOT_OTP,auto_not_otp,8,True
64741,No,False,NOT_OTP,auto_not_otp,23,False
57489,Thank you for using your SBI Debit Card 459XX3295 for a purchase worth Rs88 on POS  000000000240754 at PayTM txn# 050917178359.,False,NOT_OTP,auto_not_otp,9,False
5429,"INR 025.04 spent using ICICI Bank Card XX1739 on 31-Dec-24 on Swiggy. Avl Limit: INR 6,12,713.01. If not you, call 1800 2662/SMS BLOCK 7007 to 1733956793.",False,NOT_OTP,auto_not_otp,5,False
45198,00 150 16 50 85023 chance claim cs details discount just m263uz member mobile offers pobox pobox84 savamob shop sub text today ur vouchers week weeks worth,False,NOT_OTP,auto_not_otp,64,True
46019,12hrs 920ppm 2000 3030 awarded claim guaranteed land line mobile number prize urgent valid win,False,NOT_OTP,auto_not_otp,66,True
32108,Your eatfit.in meal has just left our kitchen and will be delivered in 13 mins.,False,NOT_OTP,auto_not_otp,38,False
61108,No,False,NOT_OTP,auto_not_otp,16,False
24990,"INR 603.68 spent on ICICI Bank Card XX8763 on 08-Jul-22 at STERLINGS MAC. Avl Lmt: INR 3,13,955.71. To dispute,call 18002662/SMS BLOCK 7007 to 5328219457",False,NOT_OTP,auto_not_otp,24,False
71572,ಇದು ನೆನ್ನೆ ಮೊನ್ನೆ ನಡೆದ ಆಗೆ ಇದೆ...❤️❤️❤️,False,NOT_OTP,auto_not_otp,37,False
40896,,False,NOT_OTP,auto_not_otp,56,False
32158,"Out for Delivery: Life-n-Lemon Ankle Soc...+1 more items with tracking ID SRTP3919837744 from Shiprocket, will be delivered today by an EKART Wish Master (call 08068960020, PIN 126). To know about safety measures taken to ensure a safe delivery of your order, click here: http://fkrt.it/niyrpeNNNN .",False,NOT_OTP,auto_not_otp,38,True
52122,कल का दिन बहुत मजेदार था! चलो इसे फिर से दोहराते हैं।,False,NOT_OTP,auto_not_otp,78,False
38546,Cool. Thanks Gandharv,False,NOT_OTP,auto_not_otp,51,False
31745,Internet is down. I've raised a formal complaint also.,False,NOT_OTP,auto_not_otp,37,False
61145,No,False,NOT_OTP,auto_not_otp,16,False
35914,"Hi Gandharv, Please download your rent receipts from http://nobr.kr/sv/pLdts. Now Rent, Buy & Sell property without brokerage at NoBroker. Happy Tax Saving!",False,NOT_OTP,auto_not_otp,46,True
21064,"INR762.40 debited on Credit Card XX0189 on 25-Dec-20.Info:SIMPLI NAMDHARI.Avbl Lmt:INR4,362.36.Call 18002662 for dispute or SMS BLOCK 7007 to 6131678890",False,NOT_OTP,auto_not_otp,16,False
21072,"Dear Customer, ICICI Bank FASTag linked vehicle no. GK28NG6113 has been debited with Rs 40.73 on 29-12-2020 01:26:48 for toll charges with trip number 738303790 at Devanahalli Toll Plaza Plaza on 29-12-2020 01:23:22. Avl. bal. is Rs 146.26. Call 18002100104 in case of dispute.",False,NOT_OTP,auto_not_otp,16,False
65255,கரும்பு மஞ்சளுடன் புது அரிசியில் பொங்கலிட்டு   உறவினர்கள் நண்பர்களுடன் பகிர்ந்து சந்தோஷமுடன்  கொண்டாட   இனிய பொங்கல் நல்வாழ்த்துக்கள்.,False,NOT_OTP,auto_not_otp,24,False
69767,പുഞ്ചിരിയെക്കാൾ വിലയുണ്ട് കണ്ണുനീരിന് കാരണം പുഞ്ചിരി കാണുന്നവർക്കെല്ലാം നൽകാം.. .പക്ഷെ കണ്ണുനീർ സ്നേഹിക്കുന്നവർക്ക് മാത്രമേ നൽകാൻ കഴിയുകയുള,False,NOT_OTP,auto_not_otp,33,False
64766,No,False,NOT_OTP,auto_not_otp,23,False
