original_index,sms_text,is_phishing_original,is_phishing_llama_bool,is_phishing_llama_raw,raw_response
43966,50 84199 box39822 colour eng england flag game mobile official optout poly ringtone stop text tone txt w111wx yer,True,False,False,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
50160,আপনার অ্যাকাউন্টটি ভেরিফাই করতে কল করুন +8801813344556,True,True,True,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
46817,admirer contact looking make reveal secret special thinks ur,True,False,False,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
52521,आपका KYC विवरण अधूरा है। अकाउंट बंद होने से बचने के लिए अभी अपडेट करें: http://secure-kyc-update.com,True,True,True,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
46804,12 help lost,True,False,False,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
47414,09061221066 28 awarded camera days delivery digital fromm landline sipix,True,False,False,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
497,"Dear Customer, we have successfully processed the payment of INR 022.87 for Google Workspace, as per the Standing Instruction WraOBd8SWH, on 03/10/2025 for your ICICI Bank Credit Card 4732. To manage your Standing Instructions, visit https://icici.co/ICICIT/GHxixu >Cards >Credit Cards>Standing Instructions and Recurring Charges>Manage Standing Instructions.",True,False,False,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
51860,एमएसएमई ऋण 2024 - अपना मोबाइल नंबर सत्यापित करें और मिनटों में ऋण पात्रता की जांच करें! SR3.in/O35i3B-1Ei78i70i7C0,True,True,True,"[
  {""id"": ""49512"", ""is_phishing"": true},
  {""id"": ""45395"", ""is_phishing"": true},
  {""id"": ""43966"", ""is_phishing"": false},
  {""id"": ""50160"", ""is_phishing"": true},
  {""id"": ""46817"", ""is_phishing"": false},
  {""id"": ""52521"", ""is_phishing"": true},
  {""id"": ""46804"", ""is_phishing"": false},
  {""id"": ""47414"", ""is_phishing"": false},
  {""id"": ""497"", ""is_phishing"": false},
  {""id"": ""51860"", ""is_phishing"": true}
]"
45059,0870 08707509020 1327 20p 5wb box chance cr9 croydon fantasies fantasy hot just live min national ntt po rate,True,True,True,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
54237,रिटर्न पाएं 30% प्रति माह! आज ही निवेश करें और 30% का मासिक रिटर्न प्राप्त करें। केवल सीमित समय के लिए। जल्दी करें!,True,False,False,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
48644,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/NagadErrorBot,True,True,True,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
44390,150p 16 1st 8007 club com fantastic free game gr8 hit nokia poly polys reply review tones txt unsubscribe wk word www,True,True,True,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
47236,150p 400 40gb 50 500 83355 collect guaranteed ipod latest mobile mp3 mtmsgrcvd18 nokia phone player prize reply txt win word,True,True,True,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
45420,08000839402 best bluetooth call2optout camera cs double free great latest linerental mins mobiles mobileupd8 new offer offers orange phones price tariffs txt,True,False,False,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
45599,16 apply award close cost cs receive selected specially,True,False,False,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
44472,apply bloomberg center com credits future http message pin wait www,True,True,True,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
44670,ac bid dvd end reply sms visit,True,False,False,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
45330,1000 5000 careful cash claim details enter mobile personal prize tells ur win worth,True,True,True,"[
  {""id"": ""45059"", ""is_phishing"": true},
  {""id"": ""54237"", ""is_phishing"": false},
  {""id"": ""48644"", ""is_phishing"": true},
  {""id"": ""44390"", ""is_phishing"": true},
  {""id"": ""47236"", ""is_phishing"": true},
  {""id"": ""45420"", ""is_phishing"": false},
  {""id"": ""45599"", ""is_phishing"": false},
  {""id"": ""44472"", ""is_phishing"": true},
  {""id"": ""44670"", ""is_phishing"": false},
  {""id"": ""45330"", ""is_phishing"": true}
]"
48453,বিনামূল্যে ক্রিপ্টো পাওয়ার সুযোগ! এখানে ক্লিক করুন: http://bit.ly/FreeCrypto,True,True,True,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
51527,"IBSAT के लिए आवेदन करने के लिए जल्दी करें! निःशुल्क मॉक के साथ तैयारी करें और 2 लाख की छात्रवृत्ति प्राप्त करें! IBS हैदराबाद AACSB मान्यता प्राप्त NIRF 39 अभी आवेदन करें https://vm.ltd/IBSMBA/zfomBLIBS हैदराबाद, NIRF रैंक #39, प्रत्येक 2 लाख मूल्य की 500 छात्रवृत्तियाँ। AACSB मान्यता प्राप्त उच्चतम प्लेसमेंट 21.0 LPA IBSAT 24 अभी आवेदन करें https://vm.ltd/IBSMBA/zfomBL",True,True,True,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
44852,150p 40gb 500 83355 collect guaranteed ipod latest mp3 mtmsgrcvd18 nokia phone player prize txt word,True,False,False,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
48073,100 80062 ans correct draw entered gift receipt registered subscriber txt voucher yr,True,False,False,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
46248,150pm 5we bx420 cinema congrats dont free ip4 miss pass special year,True,False,False,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
49485,আপনার ফোনে ভাইরাস ধরা পড়েছে। দ্রুত স্ক্যান করতে কল করুন +8801811122334,True,True,True,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
67841,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",True,True,True,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
46633,18 1st 25p 50 energy fun got guys like look lucozade new oz rally sex takes text txt uk wrc,True,False,False,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
41814,2nd b4 claim contact cs just prize sms stop time tried won,True,False,False,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
45054,08712460324 10p calling don fun min miss rate stop texts weekend,True,False,False,"[
  {""id"": ""48453"", ""is_phishing"": true},
  {""id"": ""51527"", ""is_phishing"": true},
  {""id"": ""44852"", ""is_phishing"": false},
  {""id"": ""48073"", ""is_phishing"": false},
  {""id"": ""46248"", ""is_phishing"": false},
  {""id"": ""49485"", ""is_phishing"": true},
  {""id"": ""67841"", ""is_phishing"": true},
  {""id"": ""46633"", ""is_phishing"": false},
  {""id"": ""41814"", ""is_phishing"": false},
  {""id"": ""45054"", ""is_phishing"": false}
]"
67271,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",True,True,True,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
47959,100 500 87066 awarded cd com1win150ppmx3age16 congratulations draw entry free gift ldew music tncs txt ur vouchers weekly www xmas,True,True,True,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
46888,0870 08707509020 1327 20p 5wb box cr9 croydon fantasies hot just live min national ntt po rate,True,True,True,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
45087,08002986906 11 11mths camera colour december entitled free latest mobile mobiles months update,True,False,False,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
30813,SMS,True,False,False,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
47951,00 150 16 85023 chance claim cs discount m263uz member mobile offer offers pobox84 reply savamob shop sub text today unsub ur vouchers worth yes,True,True,True,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
46665,announcement customer important service,True,False,False,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
49321,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: +8801815566778,True,True,True,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
67721,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",True,True,True,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
46240,50 82277 ansr country dvd know mid played player quiz sony sp sunshine super text txt tyrone week win wkly,True,False,False,"[
  {""id"": ""67271"", ""is_phishing"": true},
  {""id"": ""47959"", ""is_phishing"": true},
  {""id"": ""46888"", ""is_phishing"": true},
  {""id"": ""45087"", ""is_phishing"": false},
  {""id"": ""30813"", ""is_phishing"": false},
  {""id"": ""47951"", ""is_phishing"": true},
  {""id"": ""46665"", ""is_phishing"": false},
  {""id"": ""49321"", ""is_phishing"": true},
  {""id"": ""67721"", ""is_phishing"": true},
  {""id"": ""46240"", ""is_phishing"": false}
]"
47095,content download goto internet menu mobile msg order receive service tv ur wap way,True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
45303,admirer contact looking make reveal secret special thinks ur,True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
50360,"ফ্রি ইনকাম daily ১৫০০/-
https://t.me/DailyEarn_Money_bot?start=r09374471604",True,True,True,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
51982,सप्ताहांत में छुट्टियाँ... सप्ताहांत में छुट्टियाँ! आप भारत के जिस हिस्से में रहते हैं उसे चुनकर अपना गंतव्य चुनें 1) उत्तर 2) दक्षिण 3) पूर्व 4) पश्चिम 5) केंद्र ^1/2/3/4/5 एयरसेल पर ब्लीक पर आपके सभी उत्तर निःशुल्क हैं।,True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
47003,3gbp apply best fone network new operator original rates reply ringtones text tone tones uk ur want weekly www,True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
52673,"12 रुपये से रिचार्ज करें और तुरंत 8.9 रुपये का टॉकटाइम पाएं, साथ ही रात 11 बजे से शाम 6 बजे के बीच 30 दिनों के लिए केवल 30 पैसे/मिनट पर सभी स्थानीय कॉल करें! रिचार्ज के 48 घंटे में टैरिफ लाभ!",True,False,False,"[
  {""id"": ""47095"", ""is_phishing"": false},
  {""id"": ""45303"", ""is_phishing"": false},
  {""id"": ""50360"", ""is_phishing"": true},
  {""id"": ""51982"", ""is_phishing"": false},
  {""id"": ""47003"", ""is_phishing"": false},
  {""id"": ""52673"", ""is_phishing"": false},
  {""id"": ""51249"", ""is_phishing"": false},
  {""id"": ""47702"", ""is_phishing"": false},
  {""id"": ""49844"", ""is_phishing"": true},
  {""id"": ""53805"", ""is_phishing"": true}
]"
