id,sender,body,timestamp,language,is_otp,otp_intent,share_advice
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1091,"You have used 100% of your high speed internet quota from Data account of MRP 499 on your Jio Number 9236973205 as of 05-Jan-18 22:08 Hrs. Internet speed will be reduced in case you do not have any active data plan.
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn","You have used 100% of your high speed internet quota from Data account of MRP 499 on your Jio Number 1455376657 as of 05-Jan-18 22:08 Hrs. Internet speed will be reduced in case you do not have any active data plan.
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1092,"మీరు మీ హై-స్పీడ్ ఇంటర్నెట్ కోటాలో 100% ను మీ JDDD 399 యొక్క Data ఖాతా నుండి మీ జియో నెంబర్ పై 9140341999 08-Nov-17 00:43 Hrs నాటికి ఉపయోగించారు. మీకు ఏ  డేటా ప్లాన్ ఆక్టివ్ లేనట్లయితే ఇంటర్నెట్ వేగం తగ్గుతుంది. 4G వేగాన్ని నిరంతరాయంగా ఆనందించడానికి, ఇప్పుడు రీఛార్జ్ చేయండి. ఈ http://tiny.jio.com/BuyAddOn ను ""క్లిక్ చేయండి","మీరు మీ హై-స్పీడ్ ఇంటర్నెట్ కోటాలో 100% ను మీ JDDD 399 యొక్క Data ఖాతా నుండి మీ జియో నెంబర్ పై 7646166221 08-Nov-17 00:43 Hrs నాటికి ఉపయోగించారు. మీకు ఏ  డేటా ప్లాన్ ఆక్టివ్ లేనట్లయితే ఇంటర్నెట్ వేగం తగ్గుతుంది. 4G వేగాన్ని నిరంతరాయంగా ఆనందించడానికి, ఇప్పుడు రీఛార్జ్ చేయండి. ఈ http://tiny.jio.com/BuyAddOn ను ""క్లిక్ చేయండి",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1093,"You have used 100% of your high speed internet quota from Data account of JDDD 399 on your Jio Number 5051219269 as of 08-Nov-17 00:43 Hrs. Internet speed will be reduced in case you do not have any active data plan.
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn","You have used 100% of your high speed internet quota from Data account of JDDD 399 on your Jio Number 8078726925 as of 08-Nov-17 00:43 Hrs. Internet speed will be reduced in case you do not have any active data plan.
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1094,"మీరు మీ యొక్క1.5 GB లో 50% ఉపయోగించారు, రోజువారీ హై స్పీడ్ డేటా కోటాలో మీ నంబరుపై 5547863556 నాటికి 20-Feb-18 00:04 Hrs. మీ బ్యాలెన్సు మరియు వినియోగాన్ని ట్రాక్ చెయ్యడానికి 1299 కి మిస్ కాల్ ఇవ్వండి. మీ జీయో ఖాతాను ఎలా నిర్వహించాలి అనేదాని గురించి మరింత తెలుసుకోవడానికి, క్లిక్ చేయండి http://tiny.jio.com/MyJioVideo","మీరు మీ యొక్క1.5 GB లో 50% ఉపయోగించారు, రోజువారీ హై స్పీడ్ డేటా కోటాలో మీ నంబరుపై 7240058911 నాటికి 20-Feb-18 00:04 Hrs. మీ బ్యాలెన్సు మరియు వినియోగాన్ని ట్రాక్ చెయ్యడానికి 1299 కి మిస్ కాల్ ఇవ్వండి. మీ జీయో ఖాతాను ఎలా నిర్వహించాలి అనేదాని గురించి మరింత తెలుసుకోవడానికి, క్లిక్ చేయండి http://tiny.jio.com/MyJioVideo",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1095,"You have used 50% of your 1.5 GB daily high speed data quota on your Jio Number 2447220684 as of 17-Feb-18 22:47 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo","You have used 50% of your 1.5 GB daily high speed data quota on your Jio Number 4752182714 as of 17-Feb-18 22:47 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1096,"మీ జియో నంబర్ 4869530280 పై 1.5 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 15-Feb-18 22:59 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1.5 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.","మీ జియో నంబర్ 6376827940 పై 1.5 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 15-Feb-18 22:59 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1.5 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1097,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 2927608177 as of 14-Feb-18 22:03 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 1741864545 as of 14-Feb-18 22:03 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1098,"You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 9323300234 as of 11-Feb-18 20:04 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 1981648493 as of 11-Feb-18 20:04 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1099,"మీ జియో నంబర్ 9480745489 పై 1.5 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 09-Feb-18 22:59 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1.5 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.","మీ జియో నంబర్ 5968943062 పై 1.5 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 09-Feb-18 22:59 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1.5 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1100,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 7203594996 as of 09-Feb-18 22:59 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn","You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 1541805267 as of 09-Feb-18 22:59 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1101,"మీ జియో నంబర్ 3542657978 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 07-Feb-18 00:42 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.","మీ జియో నంబర్ 9783686686 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 07-Feb-18 00:42 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1102,మీ జియో నంబర్ 1082722891 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 02-Feb-18 17:52 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 5248803963 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 02-Feb-18 17:52 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1103,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 7322547231 as of 31-Jan-18 00:11 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn","You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8187290444 as of 31-Jan-18 00:11 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1104,మీ జియో నంబర్ 8842172342 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 30-Jan-18 15:30 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 4346039391 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 30-Jan-18 15:30 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1105,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 2913698316 as of 30-Jan-18 15:30 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 5805551978 as of 30-Jan-18 15:30 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1106,మీ జియో నంబర్ 6865359244 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 29-Jan-18 00:42 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 9741825306 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 29-Jan-18 00:42 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1107,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 9103061833 as of 22-Jan-18 18:58 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 5245683152 as of 22-Jan-18 18:58 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1108,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 6143316285 as of 21-Jan-18 20:32 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 2131741334 as of 21-Jan-18 20:32 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1109,"You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 0628804781 as of 20-Jan-18 18:11 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn","You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 0185621693 as of 20-Jan-18 18:11 Hrs. After consumption of 1 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1110,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8892960760 as of 16-Jan-18 12:52 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 5101568207 as of 16-Jan-18 12:52 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1111,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 6026354145 as of 15-Jan-18 23:59 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 4158236658 as of 15-Jan-18 23:59 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1112,"మీ జియో నంబర్ 6034852469 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 11-Jan-18 00:26 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.","మీ జియో నంబర్ 9292429157 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 11-Jan-18 00:26 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1113,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 4446608600 as of 10-Jan-18 22:27 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 4506489777 as of 10-Jan-18 22:27 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1114,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 2709367017 as of 08-Jan-18 14:41 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 0199501452 as of 08-Jan-18 14:41 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1115,మీ జియో నంబర్ 5824470399 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 08-Jan-18 14:41 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 6384928809 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 08-Jan-18 14:41 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1116,మీ జియో నంబర్ 2104310878 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 06-Jan-18 16:07 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 2280217155 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 06-Jan-18 16:07 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1117,మీ జియో నంబర్ 3206951001 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 05-Jan-18 12:55 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 5928289458 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 05-Jan-18 12:55 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1118,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8762544119 as of 05-Jan-18 12:55 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 3421866325 as of 05-Jan-18 12:55 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1119,మీ జియో నంబర్ 7967103198 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 03-Jan-18 19:11 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 2341837974 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 03-Jan-18 19:11 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1120,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8149709473 as of 25-Dec-17 23:16 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms","You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 0812989163 as of 25-Dec-17 23:16 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1121,మీ జియో నంబర్ 8594457936  పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 24-Dec-17 22:46 Hrs నాటికి   మొత్తం ఉపయోగించారు. వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. మీ ఇంటెర్నెట్ స్పీడ్ ఈ రాత్రి 2:00 కు రీస్టోర్ అవుతుంది.  4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి,మీ జియో నంబర్ 1300627113  పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 24-Dec-17 22:46 Hrs నాటికి   మొత్తం ఉపయోగించారు. వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. మీ ఇంటెర్నెట్ స్పీడ్ ఈ రాత్రి 2:00 కు రీస్టోర్ అవుతుంది.  4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి,,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1122,"You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 8385860779 as of 10-Dec-17 23:56 Hrs. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn","You have exhausted your daily high speed internet quota of 1 GB on your Jio Number 3213427096 as of 10-Dec-17 23:56 Hrs. Internet speed will be reduced in case you do not have any active data plan. Your internet speed will be restored by 2:00 AM tonight. 
To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1123,"మీ జియో నంబర్ 3081388865 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 23-Nov-17 19:14 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.","మీ జియో నంబర్ 2816471384 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 23-Nov-17 19:14 Hrs నాటికి  90% ఉపయోగించారు. మీ మొత్తం 1 GB డేటా ను ఉపయోగించి, వేరొక యాక్టివ్ ప్యాక్ లేనట్లైతే ఇంటర్నెట్ స్పీడ్ తగ్గించబడుతుంది. 4G స్పీడ్ ను ఆనందంతో కొనసాగించడానికి ఇప్పుడే రీచార్జ్ చేయండి. http://tiny.jio.com/BuyAddOn లింక్ ను క్లిక్ చేయండి.",,en,,,
shshnk158 Multilingual-SMS-spam-detection-using-RNN revisedindiandataset_row_1124,మీ జియో నంబర్ 7086313507 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 03-Nov-17 05:22 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,మీ జియో నంబర్ 2659493967 పై 1 GB హై స్పీడ్ ఇంటర్నెట్  డేటా నుంచి 03-Nov-17 05:22 Hrs నాటికి  50% ఉపయోగించారు. మీ బ్యాలన్స్ మరియు వినియోదం ట్రాక్ చేయడానికి  http://tiny.jio.com/TrackBalance లింక్ ను క్లిక్ చేయండి లేదా sms ద్వారా తెలుసుకొనుటకు 1299 మీద మిస్స్ డ్  కాల్ ఇవ్వండి.,,en,,,
