original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original
synthetic_UPI_TXN_OR_PIN_OTP_12f4948c,DO NOT SHARE: Your PhonePe OTP for ₹2024.50 txn is 8459. Expires soon.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_2e7881e0,Your ICICI Bank UPI PIN setup: Enter 6543 at Google Pay to secure your account.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_b0b1c902,Secure your GPay account with new PIN. Use OTP 2198 in next 5 minutes.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_f93e5bf1,Your Amazon Pay OTP for ₹3056 txn on ICICI Bank is 4219. Keep safe!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_669a75be,IBOTP: Verify using 8172 within 3 mins to link account with PhonePe,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_d4aebf65,"Paytm: Enter OTP 3918 to complete PIN setup. Remember, it's SECRET.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_9802f64d,DO NOT SHARE: Google Pay OTP for ₹1511 txn is 6289. Delete after use.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_89c2782f,Secure your UPI transactions with new GPay PIN. Use OTP 9453 within an hour,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4e98bcc3,Your ICICI Bank Credit Card OTP for Amazon Pay txn is 2737. Not shareable!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_76f2186d,PhonePe: Enter IBOTP to link account within next 2 mins.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_9ee94009,"DO NOT SHARE: Your Google Pay OTP is 9138. Use, then delete immediately.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_b5bdaab3,Paytm: Verify using OTP 6721 to complete ₹2500 txn on ICICI Bank,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_2f054c37,Amazon Pay OTP for ICICI Bank txn of ₹4012.50 is 8193. Keep confidential!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_48f2fbd6,IBOTP: Activate account linking with PhonePe using 3519 within an hour.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_e873eea4,Secure your GPay PIN setup by entering OTP 2194 within the next 5 minutes,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_e81edefa,294084 is your OTP for Rs. 5052.33 transaction on Amazon Pay using ICICI Bank Credit Card XX1933. OTPs are SECRET. DO NOT disclose.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_56db54f4,Your Google Pay PIN setup OTP is 591331. Message ID: f6f01vO3FNp. DO NOT SHARE.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_fb35ef8f,Link your account to PhonePe using OTP: 244103. Bank never asks for OTP sharing. Be cautious!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_01eb95d6,376427 is your Paytm UPI transfer OTP. Do not share with anyone; it's confidential.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_7de2a40c,Your ICICI Bank UPI PIN setup OTP is 827948. Keep it safe and private.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_9de19347,DO NOT SHARE: Your Google Pay OTP is 954763. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_3168afb6,Amazon Pay requires your OTP for Rs. 2022.15 transaction. IBOTP. DO NOT share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_74384991,Your UPI transfer OTP from Google Pay is 421985. Keep it confidential; don't share!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_de96fa92,"Paytm needs your UPI PIN setup OTP: 619835. Remember, OTPs are secret. Don't disclose.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_94843023,ICICI Bank's OTP for Rs. 5000 transfer is 378924. Never share with anyone; it's private info.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_9acd8457,"Your Google Pay device binding OTP is 741953. Message ID: f6f01vO3FNp. Don't share, it's confidential!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_1dae070a,PhonePe requires your UPI PIN setup OTP: 982731. Keep it safe and private; don't disclose.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_36b84dd4,DO NOT SHARE: Your Google Pay OTP is 219845. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_f014f442,"Paytm's UPI transfer OTP is 467982. Remember, OTPs are secret; don't share!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_023ef699,Your ICICI Bank UPI PIN setup OTP is 135789. Keep it confidential and private.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_89816ee0,Amazon Pay needs your OTP for Rs. 1000 transaction. IBOTP. Be cautious and keep it secret!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_6c5fc877,"294084 is your UPI PIN setup OTP on Google Pay. Valid till 23:59. Keep secure, DO NOT share",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_876aa89f,Your PhonePe account linking OTP is 376427. Valid for 10 minutes. NEVER disclose to anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_3b295c18,"For ICICI Bank Credit Card XX1933, your UPI transaction OTP on Paytm is 591331. SECRET, DO NOT share",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_9363f58a,"Your Axis Bank account linking OTP using Paytm is 244103. Valid till midnight. Keep safe, SHARE with no one",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_a410e522,DO NOT SHARE: Your Google Pay UPI transfer OTP is 812945. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_6be2e021,"For SBI Card, your UPI PIN setup OTP on PhonePe is 376427. Valid for 15 minutes. SECRET, KEEP SAFE",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_68c70af0,294084 is the Google Pay OTP for INR 5052.33 transfer. Valid till tomorrow 08:00 AM. DO NOT disclose,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_b890002b,Your HDFC Bank account linking OTP on GPay is IBOTP. Valid for 30 minutes. NEVER share with anyone,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_6ad30eb1,"For RBL Bank Credit Card XX1933, your UPI transaction OTP on Paytm is 591331. KEEP SECRET, DO NOT SHARE",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_2ff57093,DO NOT SHARE: Your PhonePe account linking OTP is 244103. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_e6a70606,Your ICICI Bank Credit Card XX1933 UPI PIN setup OTP on GPay is 812945. Valid for 1 hour. KEEP SAFE,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_073156ce,294084 is the Google Pay OTP for INR 5052.33 transfer. Valid till tomorrow 08:00 AM. BANK NEVER ASKS FOR OTP,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_447e4200,Your Axis Bank account linking OTP using GPay is IBOTP. Valid for 15 minutes. DO NOT SHARE with anyone,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_70831ba5,DO NOT SHARE: Your Google Pay UPI transfer OTP is 591331. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_df6fb429,"For SBI Card, your UPI transaction OTP on PhonePe is IBOTP. Valid for 30 minutes. SECRET, KEEP SAFE",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_5201f9ec,"294084 is your OTP for INR 5052.33 transaction on AMAZON PAY using ICICI Bank Credit Card XX1933. OTPs are SECRET, do not disclose.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_43b05c0a,"Your Google Pay OTP (591331) for ₹1,234.56 transfer from SBI Account XX1234. Do not share with anyone.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_5ffd1a40,Your PhonePe OTP is 244103 for INR 9021 transaction on ICICI Bank. Never share your OTP with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_eab97188,Setup PIN on Google Pay: OTP 376427 is valid for 5 minutes only! Do not share or store anywhere securely.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_df03de6e,IBOTP (123456) for linking Kotak Mahindra Bank account to GPay. Keep it confidential and secure.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_f69c56df,"Confirm transaction on Paytm: OTP 987654 is valid till 2 minutes only! Be cautious, do not share with anyone.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_8f659727,"Your PhonePe OTP (654321) for INR 1000 transfer from SBI Account XX5678. Remember, OTPs are never asked by banks.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_89f7ccc7,Setup PIN on GPay: OTP 543210 is valid for 10 minutes only! Do not share or store anywhere securely.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_13f7ec0c,"Kotak Mahindra Bank UPI transaction (INR 5000) needs OTP 876543. Be cautious, do not disclose to anyone.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_b8dc7d79,Your Google Pay OTP is 321098 for ₹2345 transfer from ICICI Bank Account XX9012. Never share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_98057b23,Confirm transaction on AMAZON PAY: OTP 456789 is valid till 1 minute only! Do not share or store securely.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_e3f7b70f,Setup PIN on GPay: IBOTP (123456) for linking Kotak Mahindra Bank account. Keep it confidential and secure.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_68fbca83,Your PhonePe OTP is 765432 for INR 5000 transfer from SBI Account XX1111. Never share your OTP with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_34c48577,"Your Google Pay OTP (987654) for ₹1000 transfer from ICICI Bank Account XX2222. Remember, OTPs are never asked by banks.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_acc2e044,"Confirm transaction on Paytm: OTP 543210 is valid till 5 minutes only! Be cautious, do not share with anyone.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_d1ba7f9d,"294084 is your UPI PIN setup OTP on PhonePe using ICICI Bank. Valid for 30 min. Keep safe, do not share!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_dc24771c,Your GPay OTP for INR 2521.99 transaction with Paytm is 591331. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_07a4082b,Don't share! Your Google Pay OTP is 244103. Use within 5 min to complete transfer.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_b7c1b0dc,Your PhonePe UPI transaction OTP (376427) for INR 1056.78 is valid for 15 min only,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_197d4a8d,DO NOT SHARE! Your Paytm OTP for adding ICICI Bank is 753216. Valid for 60 sec.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_adc543f0,"294084 is your PhonePe device binding OTP using ICICI Bank UPI handle. Keep safe, use within 10 min",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_963162cc,GPay: Your OTP for transferring INR 1500 to XYZ Merchant is 421109. Message ID: vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_8ab7e07d,PhonePe's IBOTP (376427) for UPI transaction with ICICI Bank is valid for 15 min only. Use now!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_fdc901af,Don't share! Your Google Pay OTP (591331) for INR 2521.99 transfer with Paytm is sensitive info.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_74ccd73f,"294084: Your PhonePe UPI PIN setup OTP using ICICI Bank needs your urgent attention, valid for 30 min only",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_cba17cb6,GPay's OTP (244103) for adding new debit card from SBI is valid for 5 min. Do not share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_92383297,"Don't fall prey! Your PhonePe UPI transaction OTP (753216) is valid for 60 sec, use now",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_2f67113d,Your Paytm OTP for linking ICICI Bank to GPay is 421109. Keep safe and use within 15 min only,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_a84b9b85,"294084: Your PhonePe device binding OTP using ICICI Bank needs your urgent attention, valid for 10 min only",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_91a46a4c,"Your Google Pay OTP (376427) for transferring INR 1056.78 to XYZ Merchant is sensitive info, do not share!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_9260dd59,294084 is your OTP for INR 5052.33 on AMAZON PAY using ICICI Bank Credit Card XX1933. DO NOT share.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_0c021e18,YOUR PHONEPE OTP: 591331. Message ID: f6f01vO3FNp. DO NOT SHARE with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_8a90f977,UPI LINK on Paytm failed. Try again with OTP: 244103. Bank never asks for PIN online.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_86605bdf,Your Google Pay PIN setup OTP is 376427. Be cautious! Do not share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_633b99b9,OTP for UPI transfer from HDFC Bank to PHONEPE: 842109. DO NOT disclose to anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_033d986a,ICICI Bank warns: Never give your OTP (588221) to others. Secure your online transactions.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_bbbe1a7d,"Your Amazon Pay PIN setup failed. Try again with new OTP: 421985. Be alert, don't share.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_7f152c8f,DO NOT SHARE: Your GPay UPI transfer OTP is 219753. Message ID: f6f01vO3FNp.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_0ec687a3,OTP for Paytm account linking: 673421. Don't give it to anyone. This OTP will expire soon.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_a84e3ae3,Your Google Pay UPI transfer failed. Try again with new OTP: 982734. Keep your PIN secure.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_7e54ebe8,"ICICI Bank PIN setup OTP: 191838. Be cautious, don't share it with anyone else.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_d8c78ae6,OTP for Amazon Pay UPI transfer from SBI: 456279. DO NOT disclose to anyone online.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_a6098de9,PHONEPE warns: Never give your OTP (654321) to others. Protect your online money transfers.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_c0f5a027,"Your Google Pay PIN setup OTP is valid for 5 minutes only: 982734. Don't wait, do it now!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_f3ef64e6,294084 is your UPI PIN OTP for INR 5052.33 on Amazon using Paytm. OTPs are SECRET. Don't share!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4f6e0029,DO NOT SHARE: Your Google Pay OTP is 591331. Secure your account now.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_af92440e,Your PhonePe OTP is 244103 for INR 1200 transaction with HDFC Bank. Never reveal OTPs to anyone!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_2535d209,376427 is your ICICI UPI PIN setup OTP. Protect it from unauthorized access. #BankingSafety,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_5b842063,IBOTP: Your Axis Bank UPI account linking OTP is 421938. Be cautious of phishing attempts.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_677a8f5d,Your Paytm OTP for INR 2500 transaction on Flipkart is 813742. Keep it confidential. #SecureTransactions,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_cc80510e,DO NOT SHARE: Your SBI UPI PIN setup OTP is 951823. Only you have access to your account.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_cff19422,296753 is the OTP for linking your ICICI Bank debit card with GPay. Do not disclose it.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_e342af9e,PhonePe warns: Never share your UPI PIN OTP (375142). Keep it safe and secure!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_e41f8844,"IBOTP: Your Axis Bank UPI account linking OTP is 421938. Remember, only you control your account access.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_bc5bd372,Your Paytm OTP for INR 1000 transaction on Amazon is 813742. Do not fall prey to phishing scams!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_de223d7c,DO NOT SHARE: Your Google Pay UPI PIN setup OTP is 591331. Protect your account identity.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_ba36ecd2,294084 is the OTP for linking your HDFC Bank account with PhonePe. Keep it confidential and secure.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_842da338,"376427 is your ICICI Bank UPI PIN setup OTP. Only you have access to your account, so keep it safe!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_c53b6e0a,"Your SBI UPI PIN setup OTP (951823) requires confidentiality. Remember, OTPs are SECRET.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_ffdf9b4d,IBOTP: Your Axis Bank UPI transaction OTP is 421938. Verify the merchant and transaction details carefully.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_d70b30cb,294084 is your PIN setup OTP on Paytm. Use within 30 minutes. Never share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_66719918,"Your PhonePe UPI PIN verification OTP: 376427. Use carefully, don't share!",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4cddc53c,"ICICI Bank alerts you for Rs 5000 transfer to Amazon using UPI. OTP: 245671, valid till midnight.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_30a451ef,Google Pay OTP for linking ICICI account: IBOTP. Use in next 5 minutes. Protect your credentials!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_2b44acb7,"Your HDFC Bank UPI PIN setup code is 542109. Don't share with anyone, keep secret.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_bfc57ecb,Paytm's OTP for INR 2500 transfer: 819352. Be cautious and don't disclose to others!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_1462166c,"Amazon Pay's UPI PIN verification OTP is 627854. Valid till 9 PM tonight. Keep secure, don't share.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_242eb102,Your SBI Card UPI transaction code: 813425. Use within an hour and keep confidential!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_c2d8f314,Google Pay OTP for device binding: 952163. Message ID: f6f01vO3FNp. Do not share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_6e590ce1,Your PhonePe UPI PIN setup code is 291753. Valid for 15 minutes only. Keep confidential!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_519ce851,"ICICI Bank warns you about a Rs 1000 transfer using UPI. OTP: 463219, use in next 2 hours.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_69136271,Paytm's OTP for INR 750 transfer: 671923. Be cautious and don't share your credentials with anyone!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_a7b2057d,Your Google Pay UPI transaction code is IBOTP. Use within an hour and keep secure!,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4aebe632,"Amazon Pay's UPI PIN verification OTP is 983527. Valid till midnight tonight. Keep confidential, don't share.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4c893f02,"SBI Card alerts you for a Rs 2000 transfer using UPI. OTP: 813425, use in next 30 minutes.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4f4c16c6,294084 is your ICICI Bank UPI OTP for ₹5052.33 on AMAZON PAY. Do not share.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_b883ad58,Your Google Pay OTP for PIN setup is 591331. Message ID: f6f01vO3FNp,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_552fbcb4,Confirm your PhonePe account linking with OTP 244103. Bank never asks for OTPs. Do not share.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_5abe43fa,Your Paytm UPI transfer OTP is 376427. DO NOT disclose to anyone. It's SECRET.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_63a7811c,"IBOTP: ₹12,500 verified on GPay. Use within next 2 minutes. Safety tip: Never share OTPs.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_4001bf61,GPay OTP for account linking is 827421. Message ID: abc12345. Do not share with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_55bb3075,"Confirm ₹850 transaction on PhonePe using ICICI Bank UPI. OTP 219034, valid till 10 minutes.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_524e6bd0,Paytm OTP for device binding is 954623. DO NOT share with anyone. It's confidential.,True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
synthetic_UPI_TXN_OR_PIN_OTP_6da18326,"₹5,000 transferred on AMAZON PAY via GPay UPI. Use OTP 463728 within next minute. Safety tip: Never share OTPs.",True,UPI_TXN_OR_PIN_OTP,synthetic,synthetic,False
