original_index,sms_text,predicted_is_otp,predicted_otp_intent,classification_status,batch_number,is_phishing_original,sender
synthetic_f9ed7b14,Your OTP for Axis Mobile login is 4829. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2976111e,Your OTP for completing KYC verification with Axis Bank is 4829. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d30c741e,Your UPI transaction OTP for Google Pay is 4927. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_df01194e,Your OTP for updating your email address in MyJio app is 4829. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5c7eb4be,Your OTP for Kotak Mahindra Bank login is 3857. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b31f149b,Your OTP for completing eSign with Kotak Mahindra Bank is 3857. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4a936ab4,Your UPI transaction OTP for Google Pay is 3857. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d53209c9,Your OTP for updating your email address in MyJio app is 3857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_de8a3d1b,Your OTP for SBI YONO login is 3857. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4070dad9,Your OTP for completing eSign with Kotak Mahindra Bank is 3851. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_457e51e0,Your OTP for UPI transaction on Google Pay is 3857. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5465e658,Your OTP for updating your email in the MyJio app is 3857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_89580886,Your HDFC Bank NetBanking login OTP is 729165. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f9c2b99b,Your OTP for eSign document verification with HDFC Bank is 7295. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d7ff7ca3,Your OTP for UPI PIN change on HDFC Bank is 7295. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_042774a5,Your OTP for updating your profile email in Google Pay is 7294. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_1aaa2f39,Your HDFC Bank NetBanking login OTP is 7296. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_12043e11,Your OTP for eSign document with HDFC Bank is 7296. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d2ca5495,Your OTP for UPI transaction on HDFC Bank is 7296. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f51caa60,Your OTP for updating profile details in HDFC Bank app is 7294. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c78dff31,Your Kotak Mahindra Bank NetBanking login OTP is 56382. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_85d51b8e,Your OTP for eSign document with Kotak Mahindra Bank is 5308. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ab41c9c5,Your OTP for UPI transaction on Paytm is 5632. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_202f714e,Your OTP for updating profile details in Paytm is 56382. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_bcb229ea,Your Kotak Mahindra Bank login OTP is 5632. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_77e29b60,Your OTP for eSign document verification with Kotak Mahindra Bank is 5308. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9aacf8c4,Your OTP for UPI PIN change on PhonePe is 8471. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c7ecad6b,Your OTP for updating phone number in PhonePe is 8472. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b1fd479a,Your Kotak Mahindra Bank NetBanking login OTP is 8471. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b692df94,Your OTP for eSigning documents with Kotak Mahindra Bank is 8473. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_28503b7e,Your OTP for setting UPI PIN on PhonePe is 8471. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a4d5f42a,Your OTP for updating email address in MyJio app is 6194. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5ed602dd,Your OTP for ICICI iMobile login is 6194. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ed178042,Your KYC verification OTP for ICICI Bank eSign is 6148. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ab43b6f6,Your OTP for UPI PIN change on Google Pay is 6194. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_47162338,Your OTP for updating profile email in ICICI iMobile app is 6194. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_920701f7,ICICI Bank: Your OTP for accessing iMobile app is 6194. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_007c4b2b,Your KYC verification OTP for ICICI iMobile is 6194. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b49a67ba,Your OTP for UPI transaction on Google Pay is 6194. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7a1df16e,Your OTP for updating profile details in CRED app is 4829. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_017b6c21,Your OTP for ICICI iMobile login is 4287. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_31fb2f4f,Your OTP for completing KYC on ICICI iMobile is 4829. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b850e848,Your OTP for UPI transaction on Google Pay is 4829. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2dca5aeb,Your OTP for changing password in Amazon India app is 3857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2a721c04,Your Kotak Mahindra Bank OTP for secure login is 3851. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_85c527df,Your OTP for e-KYC verification on Kotak Mahindra Bank is 3851. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e3caa6f0,Your UPI PIN change OTP for BHIM app is 3851. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_0ee057c9,Your OTP for changing password in Amazon India app is 3851. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9423a554,Your OTP for logging into your HDFC Bank NetBanking is 7294. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c2590661,Your OTP for completing KYC verification on Groww is 7296. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3954624e,Your OTP for UPI payment on BHIM app is 7294. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2124af06,Your OTP for changing password in Amazon India app is 7295. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d44b3fad,Your OTP for ICICI Bank iMobile login is 5628. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6c518bdf,Your OTP for completing KYC verification with Paytm Payments Bank is 56381. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_513f7224,Your OTP for UPI transaction on Paytm is 5638. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_705a73e7,Your OTP for changing email ID in Paytm is 7361. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_976d32ea,Your OTP for Axis Bank mobile banking login is 8473. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3d82396c,Your OTP for completing KYC on PhonePe is 8473. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_30b8a5c4,Your OTP for UPI transaction on PhonePe is 8473. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_660ae3ed,Your OTP for updating phone number in PhonePe is 8375. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e122d1d9,Your OTP for Paytm Payments Bank login is 8473. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f48e3ba2,Your OTP for completing KYC verification on PhonePe is 8473. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f282a684,Your OTP for UPI transaction on Paytm is 6194. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e4cc4a17,Your OTP for updating your email address in Paytm is 6194. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a54f3cca,Your OTP for SBI YONO login is 6194. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_56e73afc,Your OTP for completing KYC on Paytm is 6194. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_95ceaebd,Your OTP for UPI transaction on Paytm is 4829. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_179a9eb1,Your OTP for updating profile email in Paytm is 4829. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9f7e0680,Your OTP for Axis Bank NetBanking login is 4927. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3dfc6925,Your OTP for completing KYC with Axis Bank is 4829. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_54a2a5c7,Your UPI PIN change OTP for Axis Bank is 4927. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7fd428d7,Your OTP for updating email in MyJio app is 4926. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_97aa998a,Your OTP for Axis Bank NetBanking login is 4892. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8d8ca794,Your OTP for completing KYC on Paytm is 7392. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_670db6c9,Your OTP for UPI payment on Paytm is 4829. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2c2aa8fc,Your OTP for changing phone number in Amazon account is 3857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6867af2b,Your OTP for Axis Bank mobile banking login is 3851. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_381821fa,Your OTP for completing KYC on Kotak Mahindra Bank is 3857. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f607df65,Your OTP for UPI transaction on BHIM is 3851. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ca2d726a,Your OTP for updating phone number in Amazon is 3857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f2e81e1d,Your OTP for HDFC Bank NetBanking login is 7296. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a82814e8,Your OTP for completing KYC on HDFC Bank is 7291. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4a5d9b80,Your OTP for UPI transaction on BHIM app is 7392. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8a4adfdf,Your OTP for updating phone number in MyJio app is 7295. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7ce30b62,Your OTP for Amazon India login is 7291. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d4a4c052,Your OTP for SBI YONO login is 8473. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6de72fed,Your OTP for verifying your action on MyJio is 7294. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7fd9bc7b,Your KYC verification OTP for HDFC Bank is 7294. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_727a5b73,Your UPI transaction OTP is 7294. Do not share this code with anyone. - HDFC Bank,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2f909fca,Your OTP for updating your PhonePe account profile is 7428. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6c8b4f53,Your OTP for Paytm login is 7429. Do not share this code with anyone.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a4093f45,Your HDFC Bank login OTP is 7845. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f3377d37,Your OTP for verifying your action on MyJio is 7392. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f61e5e25,Your KYC verification OTP for HDFC Bank is 7429. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9c9bf2a2,Your UPI payment OTP for ICICI Bank is 3957. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ae80c8d7,Your OTP for updating your profile email in Myntra is 5298. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c9a7ec26,Your OTP for PhonePe login is 5297. Do not share this code with anyone.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8201c00a,Your ICICI Bank login OTP is 3957. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6a9040d8,Your Swiggy order verification code is 5397. Do not share this code with anyone.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2c379d2b,Your eSign OTP for PAN verification with Axis Bank is 8261. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_bf5263a8,Your UPI payment OTP for Axis Bank is 6284. Do not share this code with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_3da760b5,Your OTP for updating profile details in PhonePe is 6284. Do not share this code with anyone.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a7082853,Your OTP for Paytm login is 6184. Do not share this code with anyone.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_03db70cb,Your login OTP for Axis Bank NetBanking is 628491. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_857cbac0,Your OTP for submitting feedback on Zomato is 8247. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d30efab1,Your KYC verification OTP for HDFC Bank is 7842. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_66b88b13,Your UPI transaction OTP is 7845. Do not share this code with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_92b8399e,Your OTP for updating profile email in Myntra is 5832. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8c401ac7,Your OTP for Paytm login is 7429. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a3dfc8b4,Your SBI YONO login OTP is 7294. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b39f88a9,Your OTP for confirming your Swiggy Instamart subscription cancellation is 3975. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_20bb571d,Your OTP for eSign of PAN-Aadhaar linking with ICICI Bank is 5297. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_063a1a22,Your UPI transaction OTP for ICICI Bank is 5297. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9c633a07,Your OTP for updating your profile email in PhonePe is 5297. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_d20c8d96,Your OTP for Paytm login is 5397. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e10c3913,Your SBI YONO login OTP is 5397. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_5c9afd54,Your OTP for confirming your Flipkart SmartBasket order merge is 8642. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8ca6e5c2,Your Aadhaar eSign OTP for ICICI Bank is 5397. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_360d6412,Your UPI transaction OTP for ICICI Bank is 5397. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ac4f70ff,Your OTP for updating profile settings in PhonePe is 5397. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_48f8dab5,Your OTP for PhonePe login is 5298. Do not share this code with anyone.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4e256816,Your SBI YONO login OTP is 5927. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_78649a36,Your OTP for submitting feedback on Zomato is 3759. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2fdd106c,Your eSign OTP for PAN linking with ICICI Bank is 5397. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_32822741,OTP for adding new beneficiary via UPI on Axis Bank is 6284. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_395cfc9b,Your OTP for updating profile email in PhonePe is 6184. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_65c6fbd6,Your OTP for logging into PhonePe is 8261. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_09a6585f,Your OTP for Axis Bank NetBanking login is 628491. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e36f49f6,Your OTP for resetting filters in Zomato is 4729. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ea40b6f9,Your eSign OTP for PAN linking with SBI YONO is 6295. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_eef0bab2,Your OTP for adding a new beneficiary via UPI on Axis Bank is 6184. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_925f171d,Your OTP for updating profile email in Paytm is 6295. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_91bc911b,Your OTP for logging into Paytm is 6184. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_80d36f9f,Your OTP for Axis Bank NetBanking login is 618495. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_68ec7e01,Your OTP for resetting filters on Zomato is 4729. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e44276eb,Your eSign OTP for PAN-Aadhaar linking with SBI is 628491. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2c8149ac,Your OTP for adding a new beneficiary via UPI on Axis Bank is 6183. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b6fcab57,Your OTP for updating profile email in MyJio app is 628491. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_9a210816,Your OTP for logging into PhonePe is 8265. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_34560230,Your OTP for SBI YONO login is 826415. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8d43a292,Your OTP for enabling dark mode in Paytm is 8261. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_98064e84,Your eSign OTP for PAN-Aadhaar linking with SBI is 6184. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_2063cc30,Your UPI PIN change OTP for Axis Bank UPI is 8261. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_78a9bb44,Your OTP for updating profile email in Paytm is 8264. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7c36ddae,Your OTP for logging into Paytm is 8261. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_6468e2b3,Your OTP for SBI YONO login is 619485. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_4f4ba45a,Your OTP for resetting your Zomato delivery preferences is 4815. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b5d9a670,Your KYC verification OTP for Aadhaar linking with HDFC Bank is 7294. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a127f2e5,Your UPI transaction OTP is 5832. Do not share this code with anyone.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_eea0d3dd,Your OTP for updating profile in MyJio app is 7294. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_aae4ce1f,Your OTP for Paytm login is 7845. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_54b5fe0a,Your SBI YONO NetBanking OTP is 729481. Do not share this code with anyone.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_c9071f2c,Your OTP for resetting your Zomato delivery preferences is 4816. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_7f52eb48,Your OTP for Aadhaar eSign document verification with Axis Bank is 6184. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_72353b85,Your UPI transaction OTP for Axis Bank is 6184. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_bc045863,Your OTP for updating profile details in PhonePe is 6284. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_1a1c91cd,Your OTP for logging into Paytm is 6194. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_e0b52ca9,Your OTP for SBI YONO login is 4928. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_b9baf906,Your OTP for resetting filters in Zomato app is 3751. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_52233a88,Your OTP for Aadhaar eSign on Kotak Mahindra Bank is 6194. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_31fb2b3b,Your OTP for adding a new beneficiary via UPI on Paytm is 6184. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_f40163c8,Your OTP for updating email address in Paytm is 3857. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_ad7cde49,Your OTP for logging into Paytm is 6153. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_1949d4ca,Your OTP for NetBanking login with SBI is 6184. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_88842485,Your OTP for updating delivery address on Flipkart is 7293. Do not share this code.,True,GENERIC_APP_ACTION_OTP,synthetic_auto,synthetic_auto,False,
synthetic_a056ed76,Your OTP for eSign document verification with Axis Bank is 6184. Do not share this code.,True,KYC_OR_ESIGN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_8b9c6f87,Your OTP for adding a new beneficiary via UPI on Paytm is 6158. Do not share this code.,True,UPI_TXN_OR_PIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_120c8633,Your OTP for updating email address in Paytm is 6158. Do not share this code.,True,APP_ACCOUNT_CHANGE_OTP,synthetic_auto,synthetic_auto,False,
synthetic_000c0ecb,Your OTP for logging into Amazon is 3759. Do not share this code.,True,APP_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
synthetic_46b26fc9,Your OTP for accessing Axis Bank NetBanking is 3851. Do not share this code.,True,FINANCIAL_LOGIN_OTP,synthetic_auto,synthetic_auto,False,
